No.,Message,Source,Label,Emotion
5050,i still find myself feeling remorseful over my shyness,Twitter,0,sadness
5051,i was still feelin kind of irritable and funky from the day before but so it goes,Twitter,3,anger
5052,i think promises made between friends secrets kept and obligations met are the things that hold friendships together and make both parties feel valued and respected,Twitter,1,joy
5053,i walk out of the school cafeteria feeling humiliated i don t know what to do but one thing s for sure i have to get my own copy of chapter two of economics,Twitter,0,sadness
5054,i feel so sad now,Twitter,0,sadness
5055,i love what i do and feel very lucky for that,Twitter,1,joy
5056,i would have a wild victory i d feel the cold slide into despair into why did this happen,Twitter,3,anger
5057,i finished with the new accessory lifts which i like so far we ll see i ll post an updated schedule when it s finalized and then a few m rowing sprints and prepared to call it a day feeling perhaps a little too proud of myself,Twitter,1,joy
5058,i feel ungrateful for what i have i need not look farther than the fact that i am just simply able to go climb in sedona and share those experience with good people,Twitter,0,sadness
5059,i am so lost and just feel defeated,Twitter,0,sadness
5060,i feel pretty co host sherry,Twitter,1,joy
5061,i feel like my kitty likes it here and would be more disturbed than anything else at a change of venue and personnel,Twitter,0,sadness
5062,i was glad to sleep in my own bed last night i feel melancholy and lazy today,Twitter,0,sadness
5063,i feel very pressured and begin to second guess myself anxiety takes over and i fail,Twitter,4,fear
5064,i was feeling very very awkward,Twitter,0,sadness
5065,im not feeling very talented right now,Twitter,1,joy
5066,i say something he dose not like about how i am feeling he gets very mad at me and says thing that hurt me,Twitter,3,anger
5067,i feel that this animation is more sympathetic to the flow of the rest of the story,Twitter,2,love
5068,i feel like im being selfish because i want a family instead of accepting that hey,Twitter,3,anger
5069,i am feeling quite melancholy blue down in the dumps even morose,Twitter,0,sadness
5070,i feel for having such a friendly friends especially koreans which now i can sit beside greet or even talk to them whenever i like,Twitter,1,joy
5071,i couldnt help but feel a little angered that a good chunk of what he said was about getting people to focus on god,Twitter,3,anger
5072,im feeling generous and because i love you guys im gonna tell you that ive redone the cover for enemy within,Twitter,1,joy
5073,i feel scared and worthless when someone doesn t love me,Twitter,4,fear
5074,i feel so fucking contented with my day and i think i really need to come back more often for updates,Twitter,1,joy
5075,i promise you i feel fine and life is good,Twitter,1,joy
5076,i i feel really ashamed she said her lips forming a wobbly line,Twitter,0,sadness
5077,i didn t feel determined to get my homework done or do anything,Twitter,1,joy
5078,i felt it beating again after so many years of not feeling or loving but just fanning the flames of anger,Twitter,2,love
5079,i will instill in my audience a greater appreciation for how essential plants are in our lives a feeling that we actually arent as superior to plant life as we originally thought and thus will result in most respect and a better regard for the environment as a whole,Twitter,1,joy
5080,i usually feel glad that i could live on my own and just enjoy life,Twitter,1,joy
5081,i did feel like he was insincere,Twitter,3,anger
5082,i feel quite mad angry over this,Twitter,3,anger
5083,i feel a bit surprised that motion capture films dont seem to me to have the visual richness and detail that full cgi films have,Twitter,5,surprise
5084,i needed to feel slutty gain some ego boost indulge myself in superficial attention and yes laughing at stupid girls just completes the night,Twitter,2,love
5085,i wasnt feeling particularly outgoing so i didnt talk to everyone,Twitter,1,joy
5086,i smile but inwardly i feel absolutely petrified,Twitter,4,fear
5087,i feel i have missed a few more but these countries were strong enough to stand up and say no absolutely not,Twitter,0,sadness
5088,i got in a fight with her because i feel that since i have emetophobia she should be supportive and take me to school every day and if not then not complain the days that i need her to take me because i missed the bus,Twitter,2,love
5089,i love the way you scatter words together like a witch doctor with bones into magical sentences that make my brain feel funny,Twitter,5,surprise
5090,i can assure you im not feeling nostalgic about leaving or sad in any way im thrilled and beyond excited it is a little overwhelming to be starting over so completely,Twitter,2,love
5091,i feel that getting pleasure out of causing another person pain and humiliation is not an acceptable form of behavior,Twitter,1,joy
5092,i almost feel insulted a voice said making him jump,Twitter,3,anger
5093,i feel resentful towards the challenge i gave myself,Twitter,3,anger
5094,i feel regretful not able to take part,Twitter,0,sadness
5095,i don t like to cry and feel heartbroken i will say yes to him to feel his heartbeat for malaysia and to use my tears lament and travailing for his glory,Twitter,0,sadness
5096,i had a feeling id be too hot to wear it indoors all day long so i was sure to wear something that could function on its own without the vest,Twitter,2,love
5097,im not feeling discouraged either,Twitter,0,sadness
5098,i actually feel safe and valued,Twitter,1,joy
5099,i think it was i don t guarantee i m recollecting this accurately my interest is in the yearning feeling not the supporting details so if someone is interested in the details they should check them out themselves and i was so surprised by how he precessed his experience,Twitter,2,love
5100,i must admit i ve been feeling a little anxious about already being in june feeling like the year is flying by and that my biggest fear of having the lost year part deux is coming true,Twitter,4,fear
5101,i still feel weird about freedom topcoat,Twitter,4,fear
5102,i just feel incredibly lonely and insufficient,Twitter,0,sadness
5103,i feel it in my offended meat,Twitter,3,anger
5104,i was trying to stop myself feeling too excited about my impending vacation,Twitter,1,joy
5105,i feel exhausted anytime anywhere,Twitter,0,sadness
5106,i always feel so strange when i update this blog,Twitter,4,fear
5107,i need you too know hmm i feel damaged and i want someone to know and make me feel better i cant tell cassandra cuz she always sees him nd last time i told her sumthen she went to talk to him bout it,Twitter,0,sadness
5108,i ended up bragging gillian to help me study on sunday and helping thanh a bit with his assignment instead ok i am feeling really pissed off and hungry right now,Twitter,3,anger
5109,i am a very goal oriented person and i never feel more satisfied than when i am in hot pursuit of a goal,Twitter,1,joy
5110,i feel most thankful for the beautiful views we have from our kitchen window,Twitter,1,joy
5111,i am feeling pretty crappy on the new med but agree to stick it out as i pack my bags to go back to san francisco for a full week hoping that the side effects will calm down sooner than later,Twitter,0,sadness
5112,i feel disgusted with myself but im pretty sure that they just feel disgusted with the people who did it to me,Twitter,3,anger
5113,i feel like jane goodall being accepted into the chimpanzee family,Twitter,2,love
5114,i feel that sid the kid is much more talented in his given sport than say a lebron james is to the nba,Twitter,1,joy
5115,i start school monday so im a bit nervous but since my sister decided to remain at the private school im feeling a bit more resolved,Twitter,1,joy
5116,i feel like an ungrateful shithead for saying this but i honestly feel like quitting my job right now,Twitter,0,sadness
5117,i think id be feeling a bit fake if i was honky dory with getting up before the sun every damn day,Twitter,0,sadness
5118,i take a shower makes me feel fab fab fab a href photos maggievanscoyk sizes l id photo gne button zoom class photo gne button sprite zoom grey onclick this,Twitter,1,joy
5119,i honestly just feel unimportant unwanted to a degree unappreciated,Twitter,0,sadness
5120,i am sick of feeling so beaten down,Twitter,0,sadness
5121,im feeling a little heartless that i didnt cry during this book,Twitter,3,anger
5122,im still not on target but im feeling much more positive than i did last night or this morning,Twitter,1,joy
5123,i mentioned that for me its a very fine line between enough cardio which makes me feel invigorated and energetic and too much which makes me crazy hungry and a bit grumpy,Twitter,1,joy
5124,i say the word change how do you feel most people remain fearful anxious and uncomfortable with change despite it being a driving issue in our society,Twitter,4,fear
5125,i headed to a quick park run before the rubbish truck party i was still feeling pretty exhausted from the previous days efforts in the pool so i didnt intend on pushing it too hard,Twitter,0,sadness
5126,i feel as though my time is not valued,Twitter,1,joy
5127,i think my way through it they all appear when i am feeling uncertain about my writing and feel the need for a helpful book to sort myself out,Twitter,4,fear
5128,i feel damaged for being forced to play someone who is over muscled violent and arrogant,Twitter,0,sadness
5129,i feel so so lucky to have her,Twitter,1,joy
5130,i can tell a flare is coming when i start to feel very lethargic beyond the normal amount,Twitter,0,sadness
5131,i feel less like dirk diggler and more like the cute chubby aide to hugh grant as prime minister when she runs towards him at the airport and jumps into his arms red coat and all not a care for who sees,Twitter,1,joy
5132,i feel uncomfortable calling it anything else,Twitter,4,fear
5133,i now feel that i am only an unfortunate bystander caught up in this twister of family complications,Twitter,0,sadness
5134,i am feeling pretty exhausted and a little under the weather having worked days straight so this post is brief but i had an arts and crafts day with a friend from home who happens to live in san diego also,Twitter,0,sadness
5135,i do feel like i ve been horribly boring,Twitter,0,sadness
5136,i perform better when i feel like im working out in a supportive environment,Twitter,2,love
5137,i start looking for the end of the line i walked about a block it is dark i am feeling very alone and unsure of the situation,Twitter,0,sadness
5138,i let myself feel the aching i have for my family,Twitter,0,sadness
5139,i feel confused and lost,Twitter,4,fear
5140,i feel pretty foolish for not keeping on top of my file management and i haven t yet checked through every single folder to see what else i might have lost,Twitter,0,sadness
5141,i am angry i feel agitated and unsettled we will begin to see that it also explains the consequences we are unable to link back to causes in previous lifetimes,Twitter,3,anger
5142,i do not feel the need to go into that now except to say that i am amazed at how good this year has actually been,Twitter,5,surprise
5143,i feel pretty june pretties a href http getyourprettyon,Twitter,1,joy
5144,i feel petty for thinking like i have i feel stupid that i let things get to me so easily,Twitter,3,anger
5145,i feel very romantic tonight,Twitter,2,love
5146,i reckon part of the reason for me feeling so disillusioned with the music industry today is due to having just finished reading this,Twitter,0,sadness
5147,im actually feeling pretty pleasant or as much as i can be being incredibly tired,Twitter,1,joy
5148,i really want or how i really feel whether its because it goes against my beliefs its dangerous or its something that the most important people in my life wouldnt approve of im walking away,Twitter,3,anger
5149,ive been holding out for so long and feeling virtuous but ive finally succumbed,Twitter,1,joy
5150,i woke up today feeling very very artistic and very very random,Twitter,1,joy
5151,i still feel a bit listless,Twitter,0,sadness
5152,i cried myself to sleep one night just because i feel ugly and fat,Twitter,0,sadness
5153,i cant help but feel like ive fucked this up somehow,Twitter,3,anger
5154,im just feeling generous,Twitter,1,joy
5155,i feel unloved and i feel trapped surrounded by the same people just like anne,Twitter,0,sadness
5156,i was not feeling regretful my mood was great,Twitter,0,sadness
5157,im also a bit sick of feeling like i really really need something sweet no matter how great cake is,Twitter,2,love
5158,ive been struggling with all of this lately because i feel like im getting so jaded,Twitter,0,sadness
5159,i always feel like there is too much creative energy at night to be missing out on which is taken up during the day,Twitter,1,joy
5160,i mean where else can you go to the dining car that feels like the movie dogma and get served by a bitchy jamaican woman,Twitter,3,anger
5161,i dont like that everytime i look at my boyfriend i just feel pained inside because deep down i cant tell if hes being truthful with me about everything or not,Twitter,0,sadness
5162,i don t know why i feel so scared i feel it all the same i feel i want to be the one both feeling mad,Twitter,4,fear
5163,i feel because i know i am being a needy little girl again and i cant help it,Twitter,0,sadness
5164,i feel more adventurous willing to take risks,Twitter,1,joy
5165,i feel im supposed to hate dams amp all the control of nature that they represent but sometimes they really are the most elegant amp awe inspiring structures,Twitter,1,joy
5166,i feel embarrassed by my failures,Twitter,0,sadness
5167,i am fueled by the support of everyone around me and for that i feel inspired to give this everything ive got,Twitter,1,joy
5168,im intensely self critical and it basically made me feel like i was completely worthless,Twitter,0,sadness
5169,i know that he doesn t sleep well when i m there so technically it was my fault but i still didn t like feeling blamed,Twitter,0,sadness
5170,i can t tell you how great it feels when a host is considerate enough to do this,Twitter,2,love
5171,i feel better that she has a few head coverings to choose from,Twitter,1,joy
5172,i have thought about it more i have realized that when i have those feelings of being discontent with my physical body it is because my heart is in the wrong place,Twitter,0,sadness
5173,i feel humiliated and feel like i can t show my face there or on campus,Twitter,0,sadness
5174,i told roger make sure you tell helen when shes feeling crappy she looks good,Twitter,0,sadness
5175,i have a lot of trouble concentrating and i generally feel less intelligent as silly as that might sound,Twitter,1,joy
5176,i just feel better in general,Twitter,1,joy
5177,i have gone from watching other women doing pull ups feeling envious and beating myself up for being too weak to simply admiring those women knowing i can become that strong and working toward that first unassisted pull up,Twitter,3,anger
5178,i am feeling a little more positive and optimistic today but i cannot say the anxiety has lessened unfortunately,Twitter,1,joy
5179,i had glasses of that and started feeling far more enegertic and giggly i ignored the side effects of an itchy mouth and blurred vision so we all jumped on le bus and headed into brighton,Twitter,1,joy
5180,i stopped myself i tried to gather thoughts and feelings of the way i love it when you make me bleed the feeling of your hand when you slap my face your lips and your tender touch when you create my pain,Twitter,2,love
5181,i would feel very troubled with your presence,Twitter,0,sadness
5182,i feel this sunflower is a perfect reflection of me and where i am in my life just starting to bloom evolving towards my full potential,Twitter,1,joy
5183,i suddenly so know how my ex bf is feeling when i am paranoid or disconnected amp he is trying to help me,Twitter,4,fear
5184,im feeling really fine,Twitter,1,joy
5185,i feel like no matter where i go there s always going to be a part of me that is unwelcome,Twitter,0,sadness
5186,im past the point where anything tragic in my life feels particularly tragic i found a name for everything that is happening pretty simple really life,Twitter,0,sadness
5187,i feel so blessed to be chosen as a part of each story,Twitter,2,love
5188,i wasnt supposed to be with n to just let it happen so i could feel the hurt and move on and be with who i was supposed to be with,Twitter,0,sadness
5189,i feel like they totally missed the point,Twitter,0,sadness
5190,i promised myself i will be good for the past whole week i didnt even feel horny at all,Twitter,2,love
5191,i don t recall dreaming as much as i recall feeling a gently peaceful aura about me and when i awoke my book light was turn off and they was a small pile of rare and delicate shells atop my book,Twitter,1,joy
5192,i moved away he said something that made me feel violent but its something i still cant make out,Twitter,3,anger
5193,i was actually feeling a bit more confident about the day,Twitter,1,joy
5194,i can pretty much guarantee it ll make you feel amazing,Twitter,5,surprise
5195,i understood that it was an investment in our future so i sucked it up not that i didnt have times of great self pity and have periods of feeling resentful,Twitter,3,anger
5196,i feel inordinately frustrated that at i am not better,Twitter,3,anger
5197,i admitted myself to the hospital christmas eve night because i was feeling lousy,Twitter,0,sadness
5198,im feeling ashamed all on my own too,Twitter,0,sadness
5199,im crying because i feel im lost in the war to win him,Twitter,0,sadness
5200,i feel pained from my heart,Twitter,0,sadness
5201,i always feel irritable about something or someone,Twitter,3,anger
5202,i feel like my skill has been amputated and that i am useless not that i was very useful before but i m even less useful now,Twitter,0,sadness
5203,i am not feeling well enough to come into work today,Twitter,1,joy
5204,ive been dreaming a lot about feeling successful,Twitter,1,joy
5205,i finally feel smart and perhaps even a little wise about a few things,Twitter,1,joy
5206,i feel rich she said,Twitter,1,joy
5207,ive had those same feelings of rejection and hurt,Twitter,0,sadness
5208,id probably be okay wearing either of them as id have more fun making ashlotte and feel gorgeous wearing it but i look more like talim and would most likely have more fun in her costume as itd be easier to sit and move around as well as to get on,Twitter,1,joy
5209,i feel like this movie just wasnt as funny as i had hoped it would be,Twitter,5,surprise
5210,i know i got a raise and i am working more but its begining to feel heartless,Twitter,3,anger
5211,i feel super normal,Twitter,1,joy
5212,im better than the rest of you feeling but a feeling of being accepted,Twitter,2,love
5213,i feel so lonely all the time because i have so many good friends but they all have one person which is more important than me and well they choose to hang out with them so im left alone always,Twitter,0,sadness
5214,i didnt feel frantic once,Twitter,4,fear
5215,i can remember about the dream up minus the ex it basically meant that i am feeling repressed about something in my life and i am either a creating my own opportunities or b involved in some secret underhanded activity,Twitter,0,sadness
5216,i left feeling completely entertained and fulfilled,Twitter,1,joy
5217,i still feel as though there are still some areas of my life that i m living beneath my divine privilege,Twitter,1,joy
5218,i feel i am being hated upon,Twitter,0,sadness
5219,i make no plans i set no goals and then i feel deprived and need to fill it in with something and tv facebook do the trick,Twitter,0,sadness
5220,i dont know how i feel about this really but now im kind of amused,Twitter,1,joy
5221,i went to the midwife yesterday feeling very cranky and sore,Twitter,3,anger
5222,i have a feeling that thomas jefferson john jay benjamin franklin john adams james madison and many other founding fathers would be appalled at what has happened to this nation,Twitter,3,anger
5223,i feel like once i m outside i will be ok,Twitter,1,joy
5224,i know the feeling of radiant health that happened during that time,Twitter,1,joy
5225,ive just won my ebay bid on a beautiful pair of zara shoes so feel thrilled with excitement after the ebay battle with a fellow ebayer,Twitter,1,joy
5226,i feel rich a href http lifeatmennageriefarm,Twitter,1,joy
5227,i examined my feelings decided that i had no idea whatsoever as to whether what i was doing was acceptable or not and decided to continue until i either had an opinion either way or there was a complaint,Twitter,1,joy
5228,im feeling more satisfied and confident than before i wouldnt describe myself as exactly being happy,Twitter,1,joy
5229,i feel like something important practical and wonderful was gained,Twitter,1,joy
5230,i feel very privileged and lucky being an artist,Twitter,1,joy
5231,i fuck with people in insignificant ways but don t go out of my way to make people feel bad,Twitter,0,sadness
5232,i feel like during the school year i spend so much time away from cammy during the day that when i pick her i hated having to drop her off at the gym daycare for another hours,Twitter,3,anger
5233,i just finished watching kill bill volume and half of volume maybe that is why i feel really agitated right now,Twitter,3,anger
5234,i feel like the plague and i m frustrated,Twitter,3,anger
5235,i introduce myself again because i feel i haven t been completely truthful with you,Twitter,1,joy
5236,i feel happy easily,Twitter,1,joy
5237,i just feel absolutely unsuccessful,Twitter,0,sadness
5238,i feel like i ve been in some kind of strange paralysis as of late with clocks ticking far too slowly and simultaneously far too quickly,Twitter,5,surprise
5239,i feel he has been quite successful at achieving his vision,Twitter,1,joy
5240,i feel like she is being punished because she got my dna,Twitter,0,sadness
5241,i just love the after feeling and somehow it gives u a more radiant complexion,Twitter,1,joy
5242,i feel very unwelcome because of the things that have happened between us and i know they don t like me much so i thought maybe i shouldn t go,Twitter,0,sadness
5243,i feel are the most vital things referring to hives symptoms of cancer,Twitter,1,joy
5244,i feel honored to be a daughter of a mighty king,Twitter,1,joy
5245,i still visit tea talk every time i feel homesick,Twitter,0,sadness
5246,i feel cranky and dull from the additional hour of sleep in the fall,Twitter,3,anger
5247,i need to be anxious to feel everything else is pleasant numbness like being slowly boiled alive,Twitter,1,joy
5248,i feel for her as if someone broke her heart just this morning the judges,Twitter,0,sadness
5249,i feel privileged to have read one of the best,Twitter,1,joy
5250,i feel like a helpless passenger being swept by the momentum of the train at other times i feel like i have some control in the direction of the train,Twitter,0,sadness
5251,i did feel very remorseful over it and really i haven t gotten over it,Twitter,0,sadness
5252,i do start to build a friendship then trust issues begin to rise if they respond or act in a way i feel threatened,Twitter,4,fear
5253,im feeling much more positive and i think that should darren be offered the job we should take it,Twitter,1,joy
5254,ive reached that point in submissions positive responses basically pouring in manuscript out in several places where i feel so neurotic i cant focus on anything for more than ten minutes at a time,Twitter,4,fear
5255,i couldn t help but feel contradicting opinions of admiration and discontent for mccrandles,Twitter,0,sadness
5256,i am also left feeling thankful that the baby girl went to a couple who are so delighted to have her,Twitter,1,joy
5257,i have a feeling i caught something from the vampire lestat who was more than a little friendly with me,Twitter,1,joy
5258,i feel like i need to be rich in order to buy professional clothing,Twitter,1,joy
5259,i feel quite isolated,Twitter,0,sadness
5260,i feel determined a href http wwwcrystalhansen,Twitter,1,joy
5261,i didn t feel so inhibited,Twitter,0,sadness
5262,i wasn t gorging or purging i was nursing my broken heart by not fighting feeling defeated like a failure really almost to the point of giving up on everything even living,Twitter,0,sadness
5263,i feel somewhat free because i usually see this person a lot and we have very many mutual friends,Twitter,1,joy
5264,i feel its the perfect time to analyse e and work out why this year had so many disappointments and who is worthy of walking away with the title of winner of e,Twitter,1,joy
5265,i feel resentful a lot of the time,Twitter,3,anger
5266,i feel and thats ok,Twitter,1,joy
5267,i feel like we were all completely exhausted because of the long day and the fact that we were each holding what felt like lbs of face masks and cosmetic purchases we had accumulated in myeongdong,Twitter,0,sadness
5268,i dont know about you but i rarely am feeling kind gentle forgiving and magnanimous while that bitch aunt flow is in town,Twitter,2,love
5269,i am calm spirited and not feeling rushed off my feet i thought i would attempt to express my feeling s on this topic of parenting and what style we choose to parent,Twitter,3,anger
5270,i observe that recording and listening gives me space i listen to my voices both my negatively conditioned voice and the benevolent compassionate voice and notice as i listen to myself that i love and feel compassionate for the person who speaks both languages,Twitter,2,love
5271,id hoped for this feeling for so long that i accepted the bullshit from the others thinking that this is what i had and being disappointed too many times when reality slapped me in the damn face,Twitter,2,love
5272,im feeling adventurous though i would visit a rather overpriced online shop and stare at the monitor with huge watery eyes until i find something that is so utterly unique and dazzling it would totally be able to replace my cats,Twitter,1,joy
5273,im feeling all impressed with myself,Twitter,5,surprise
5274,i had been using feeling depressed and not feeling like myself as an excuse to not be everything i could be in him,Twitter,0,sadness
5275,i feel really boring today is this really all i have to say,Twitter,0,sadness
5276,i am simply feeling a trifle unhappy regarding the complete issue and even the charming client service hasn t created that get away,Twitter,0,sadness
5277,i left sun spa feeling rather pleased with my afternoon the best pedicure ever green tea and complimentary massage,Twitter,1,joy
5278,i was feeling hopeless than desperate having been suffering from acid reflux for weeks,Twitter,0,sadness
5279,i also have the same feelings when i shy away from sharing christ with family and friends,Twitter,4,fear
5280,i want to feel tortured,Twitter,4,fear
5281,i panic that i no longer need humans to make me feel useful protected and accomplished,Twitter,1,joy
5282,i can make you feel very anxious with panic attacks or very depressed,Twitter,4,fear
5283,i have a feeling theyll have to upload a bit but ive been pleasantly surprised by how many songs i was able to just select without uploading,Twitter,5,surprise
5284,i feel like im being a bit whiney but i dont think its unreasonable for me to expect a high class jeweler to make me the custom piece i ordered,Twitter,0,sadness
5285,i cut ties without feeling like ive given up on them or in some weird way let myself down,Twitter,5,surprise
5286,i feel strangely surprised to feel ill after feeling so well for the past week,Twitter,5,surprise
5287,i still feel all giggly and romantic,Twitter,1,joy
5288,i could hardly wait to feel all dirty again,Twitter,0,sadness
5289,i feel it is vital that we do all we can to keep their benefits the same if not better,Twitter,1,joy
5290,im feeling a bit disillusioned a bit lost,Twitter,0,sadness
5291,i want to feel like i am a vital part to the world or at least to someones life other than my parents who obviously would tell me that i am,Twitter,1,joy
5292,i also dont mean to say that i feel unloved in general,Twitter,0,sadness
5293,i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,Twitter,0,sadness
5294,i did not want to feel very groggy or have to spend time in the recovery room,Twitter,0,sadness
5295,i start the pump and us girls watch it feeling very satisfied for solving our delima,Twitter,1,joy
5296,i feel like i have hangover and i did not drink last night and my sinuses are rather unpleasant right now,Twitter,0,sadness
5297,i feel i guess im just completely amazed about how selfish he is how i dont matter at all,Twitter,5,surprise
5298,i feel like i have my finger on something which is vital for me to understand but is yet just beyond my grasping,Twitter,1,joy
5299,i feel like i need to be punished for being so damn needy,Twitter,0,sadness
5300,i feel good bryant said,Twitter,1,joy
5301,im feeling quite adventurous and ambitious,Twitter,1,joy
5302,i like the top flat feeling i hated living in a ground floor flat,Twitter,0,sadness
5303,i am feeling agitated may be i have wasted months without actually studying for mcat one of the most important test of my life,Twitter,4,fear
5304,i will be spilling out my feelings whenever i am feeling melancholy,Twitter,0,sadness
5305,im just overall feeling hostile right now,Twitter,3,anger
5306,im pretty neutral with her these days not a day went by starting for a very young age that i didnt feel like i hated her,Twitter,3,anger
5307,i turned in for the night feeling delighted,Twitter,1,joy
5308,i woke up i could feel it immediately my muscles were aching like crazy,Twitter,0,sadness
5309,i have begun to feel irrationally resentful and angry towards people,Twitter,3,anger
5310,at the beginning of the year i moved to a new city i felt sad as i had to leave many friends and family members behind,Twitter,0,sadness
5311,i feel pissed off but maybe that is because i had some chocolate bars today which are not good for mood,Twitter,3,anger
5312,i always feel cute in a skirt sandals and a cute blouse,Twitter,1,joy
5313,i feel calm content at peace,Twitter,1,joy
5314,i read that as a partial explanation of why she was offended by harriet s shirt and why she feels others might have been offended too,Twitter,3,anger
5315,i just feel so strange and untrue,Twitter,4,fear
5316,i finished feeling defeated dehydrated and exhausted,Twitter,0,sadness
5317,i touched it in spots and he said that it actually feels really tender most of the time,Twitter,2,love
5318,i feel invigorated as the warm wickedness runs through my veins,Twitter,1,joy
5319,i wrote this when i was feeling really pissed off,Twitter,3,anger
5320,i feel ashamed said madam pusparani tearfully,Twitter,0,sadness
5321,i feel like ive regained my composure and inner peace again something tragic happens,Twitter,0,sadness
5322,i love feeling i m doing something worthwhile after weeks sometimes months working on a project i love that i have something to show for it,Twitter,1,joy
5323,i feel like im in that i dont care phase but i know come the weekend im gonna be devastated,Twitter,0,sadness
5324,im feeling kind of generous ill even post what the astros are supposed to do,Twitter,1,joy
5325,i feel that i have vital experience to shorten that learning curve to be an effective commissioner,Twitter,1,joy
5326,i look a blood i feel like oh it must be sooo hurt am i gonna feel it,Twitter,0,sadness
5327,i feel so blessed to know that i have such an immense family of supporters whom continue to comfort me,Twitter,1,joy
5328,i want to grow from now on without forgetting the feeling of thanks to all people supporting me,Twitter,2,love
5329,i had been feeling a bit discouraged earlier today and then i saw something my mom had written to me and it instantly made me feel better,Twitter,0,sadness
5330,i feel half furious and half defeated,Twitter,3,anger
5331,i feel gratitude sincere gratitude every day,Twitter,1,joy
5332,i dont want to do with my writing or poems for that matter is to take revenge when i feel hurt victimised or injured,Twitter,0,sadness
5333,i feel useful i can make a man feel good feel like he has done a good job and i don t really see any other use for this nastyass body of mine,Twitter,1,joy
5334,i am kind of in this point of myself where i had a really nice day but on the whole feel kind of listless,Twitter,0,sadness
5335,i feel helpless because i am not sure what i can do to change her opinion,Twitter,0,sadness
5336,i feel so honoured to be british and am so proud of all the medals our sports men and women won,Twitter,1,joy
5337,i can put on it without words since i just cant type on that it was so lovely this morning yes im feeling sarcastic today,Twitter,3,anger
5338,i was feeling one of those impatient for an answer kind of feelings,Twitter,3,anger
5339,i have a head ache which is leaving now in jesus name i feel groggy and etc,Twitter,0,sadness
5340,i feel academically listless and socially quixotic,Twitter,0,sadness
5341,i pushed hard against him from the inside feeling him start to get frantic,Twitter,4,fear
5342,i didnt feel hated,Twitter,3,anger
5343,i can actually feel their longing when they ask me the question,Twitter,2,love
5344,i want to feel amazing travelling this road with my loved ones and remembering how amazing this road can be makes me want to be as healthy as possible so i can enjoy the ride,Twitter,5,surprise
5345,i feel like they dont get me a lot of the time especially when im being sarcastic,Twitter,3,anger
5346,i was very silly to ignore that person someone who cares of me and i feel lost and miss him miss his present in my life,Twitter,0,sadness
5347,i think it was the best decision since to unfollow so many people feels so rude,Twitter,3,anger
5348,i feel pressured by other people to change,Twitter,4,fear
5349,i told them about the food we normally eat and the food we eat that they feel disturbed,Twitter,0,sadness
5350,i am into this for over four weeks i feel just as determined to see it through,Twitter,1,joy
5351,i feel very rejected and insecure lately,Twitter,0,sadness
5352,i feel ashamed of the modern civilization that boast of conquering nature through science but can not feed half of its people,Twitter,0,sadness
5353,i agree i have improved i still feel so helpless in so many situations,Twitter,0,sadness
5354,i guess it made me feel more carefree and like a kid again,Twitter,1,joy
5355,im in pain right now so im not feeling remotely sympathetic,Twitter,2,love
5356,i feel ive gone as far as i can with my beloved crochet,Twitter,1,joy
5357,i feel so helpless and finding it really difficult to put my trust in god to bring us peace,Twitter,0,sadness
5358,i get the mark ill be calling the universities that were feeling unfortunate to me and ask them to reconsider the decision,Twitter,0,sadness
5359,i guess i am feeling quite gloomy and my glass is half empty i cant see us beating man city we just dont have the players,Twitter,0,sadness
5360,i hate those support our troops stickers because i feel like it is equating supporting the troops with supporting the war,Twitter,1,joy
5361,i take you i feel your longing for my strokes i come and go,Twitter,2,love
5362,i didnt feel afraid even know i knew i was not at home and believed i was on a spaceship,Twitter,4,fear
5363,i feel helpless but i got to change it soon,Twitter,4,fear
5364,i said i understand his stress currently and def feel sympathetic,Twitter,2,love
5365,i just feel that its time for me to prove that im worthwhile after all,Twitter,1,joy
5366,im feeling playful and fancy,Twitter,1,joy
5367,i am a part of several different groups in the community and to feel them reaching out and supporting me,Twitter,1,joy
5368,i played well but still wasnt overly comfortable on the course and didnt feel like i was trusting myself very well on a lot of shots,Twitter,1,joy
5369,i was feeling pretty skeptical about my chicken,Twitter,4,fear
5370,i feel absolutely no attraction for you and have no romantic feelings did you not understand,Twitter,2,love
5371,i feel like i could tell you in those moments i just want to preserve that connectedness and i tell myself this is perfect just be here enjoy it dont ruin it would you really risk this,Twitter,1,joy
5372,i feel very sarcastic and changidy said my paragraph sounded a little too sarcastic and kind of bitter,Twitter,3,anger
5373,i also have to ask for another day off for the next two weeks d argh i feel so rude,Twitter,3,anger
5374,im feeling thankful for this week,Twitter,1,joy
5375,i also can t shake the feeling or get past what i do when i m paranoid,Twitter,4,fear
5376,i feel a gift basket is a clever selection especially for vacation present giving,Twitter,1,joy
5377,im actually feeling very dull right now or in other words bored,Twitter,0,sadness
5378,i feel my hope is in vain i think my head will explode first,Twitter,0,sadness
5379,i am feeling very guilty right now,Twitter,0,sadness
5380,i feel the project was successful and i am pleased with what i achieved not only in my final outcome but the learning new things with new software too,Twitter,1,joy
5381,i am feeling relatively positive for a number of reasons,Twitter,1,joy
5382,i can let myself have the experience of feeling fearful and guilty and choose not to cover it up with thoughts of blame and victimization,Twitter,4,fear
5383,i feel agitated which is quite a lot lately with the pressure and dateline piling up,Twitter,3,anger
