No.,Text,Type,Label,Main emotion
869,LULZ,slang,0,Neutral
870,LVM,slang,0,Neutral
871,LWOS,slang,0,Neutral
872,LY,slang,0,Positive
873,LYLAS,slang,0,Positive
874,LYLC,slang,1,Negative
875,LYSM,slang,0,Positive
876,M$,slang,0,Neutral
877,M8,slang,0,Neutral
878,MB,slang,0,Neutral
879,MBS,slang,1,Negative
880,MC,slang,0,Neutral
881,MDIAC,slang,0,Neutral
882,MEGO,slang,0,Neutral
883,MEH,slang,0,Neutral
884,MEH,slang,0,Positive
885,MEHH,slang,0,Neutral
886,MEZ,slang,0,Neutral
887,MFI,slang,1,Negative
888,MFW,slang,0,Neutral
889,MGB,slang,0,Neutral
890,MGMT,slang,0,Neutral
891,MHOTY,slang,0,Neutral
892,MIRL,slang,0,Positive
893,MIRL,slang,0,Positive
894,MISS.3,slang,0,Positive
895,MKAY,slang,0,Positive
896,MLM,slang,0,Neutral
897,MM,slang,0,Neutral
898,MMK,slang,0,Positive
899,MNC,slang,0,Neutral
900,MNSG,slang,0,Neutral
901,MOD,slang,0,Neutral
902,MOD,slang,0,Neutral
903,MORF,slang,0,Neutral
904,MOMBOY,slang,0,Neutral
905,MOO,slang,0,Positive
906,MOOS,slang,0,Neutral
907,MOS,slang,0,Neutral
908,MOSS,slang,0,Neutral
909,MP,slang,0,Neutral
910,MR.3,slang,0,Positive
911,MRT,slang,0,Neutral
912,MRW,slang,0,Neutral
913,MSG,slang,0,Neutral
914,MTF,slang,0,Positive
915,MTFBWU,slang,0,Neutral
916,MU,slang,0,Neutral
917,MUAH,slang,0,Neutral
918,MUSM,slang,0,Positive
919,MWAH,slang,0,Neutral
920,MYO,slang,0,Positive
921,MYOB,slang,0,Positive
922,n00b,slang,0,Neutral
923,N1,slang,0,Positive
924,N2M,slang,0,Positive
925,NADT,slang,0,Neutral
926,NALOPKT,slang,0,Neutral
927,NANA,slang,0,Neutral
928,NBD,slang,0,Neutral
929,NBFAB,slang,0,Positive
930,NC,slang,0,Positive
931,ND,slang,0,Positive
932,NE,slang,0,Neutral
933,NE1,slang,0,Neutral
934,NERF,slang,0,Neutral
935,NFM,slang,0,Neutral
936,NFM,slang,0,Neutral
937,NGL,slang,0,Neutral
938,NFS,slang,0,Neutral
939,NFS,slang,0,Neutral
940,NFW,slang,0,Neutral
941,NFW,slang,0,Neutral
942,NFWS,slang,0,Positive
943,NH,slang,0,Positive
944,NIFOC,slang,0,Neutral
945,NIGI,slang,0,Neutral
946,NIMBY,slang,0,Neutral
947,NIROK,slang,0,Neutral
948,NLT,slang,0,Neutral
949,NM,slang,0,Positive
950,NM,slang,0,Neutral
951,NM,slang,0,Positive
952,NMH,slang,1,Negative
953,NMJC,slang,1,Negative
954,NMU,slang,1,Negative
955,NO1,slang,0,Neutral
956,NOOB,slang,1,Negative
957,NOWL,slang,0,Neutral
958,NOYB,slang,0,Neutral
959,NP,slang,0,Neutral
960,NPC,slang,0,Neutral
961,NQT,slang,0,Positive
962,NR,slang,0,Positive
963,NRN,slang,0,Neutral
964,NS,slang,0,Positive
965,NS,slang,0,Positive
966,NSA,slang,0,Neutral
967,NSFL,slang,1,Negative
968,NSFW,slang,1,Negative
969,NSISR,slang,0,Positive
970,NT,slang,0,Positive
971,NTHING,slang,0,Neutral
972,NTS,slang,0,Neutral
973,NVM,slang,0,Neutral
974,NVR,slang,0,Neutral
975,NW,slang,0,Neutral
976,NWO,slang,0,Neutral
977,O4U,slang,0,Neutral
978,O,slang,0,Neutral
979,O,slang,0,Neutral
980,O,slang,0,Neutral
981,OA,slang,0,Neutral
982,OATUS,slang,1,Negative
983,OB,slang,0,Neutral
984,OB,slang,0,Neutral
985,OBV,slang,0,Neutral
986,OFC,slang,0,Neutral
987,OG,slang,0,Positive
988,OGIM,slang,0,Neutral
989,OH,slang,0,Neutral
990,OHHEMMGEE,slang,0,Neutral
991,OI,slang,0,Neutral
992,OIB,slang,0,Neutral
993,OIC,slang,0,Neutral
994,OJ,slang,0,Neutral
995,OL,slang,0,Positive
996,OLL,slang,0,Positive
997,OM,slang,0,Positive
998,OM,slang,0,Neutral
999,OMAA,slang,0,Neutral
1000,OMDB,slang,1,Negative
1001,OMFG,slang,0,Neutral
1002,OMG,slang,0,Neutral
1003,OMG,slang,0,Neutral
1004,OMGYG2BK,slang,0,Neutral
1005,OMGYS,slang,0,Neutral
1006,OMS,slang,0,Neutral
1007,OMW,slang,0,Neutral
1008,ONL,slang,0,Neutral
1009,OO,slang,0,Neutral
1010,OOC,slang,0,Neutral
1011,OOH,slang,0,Neutral
1012,OOMF,slang,0,Neutral
1013,OOTD,slang,0,Neutral
1014,OOTD,slang,0,Neutral
1015,OOTO,slang,0,Neutral
1016,OP,slang,0,Neutral
1017,ORLY,slang,0,Positive
1018,OS,slang,0,Neutral
1019,OT,slang,0,Neutral
1020,OTB,slang,0,Neutral
1021,OTFL,slang,0,Neutral
1022,OTL,slang,0,Neutral
1023,OTOH,slang,1,Negative
1024,OTP,slang,0,Neutral
1025,OTP,slang,0,Neutral
1026,OTT,slang,0,Positive
1027,OTTOMH,slang,0,Positive
1028,OTW,slang,0,Neutral
1029,OVA,slang,0,Neutral
1030,OYO,slang,0,Positive
1031,P,slang,0,Neutral
1032,P2P,slang,0,Neutral
1033,P2P,slang,0,Neutral
1034,P2P,slang,0,Neutral
1035,P911,slang,0,Neutral
1036,PAP,slang,0,Neutral
1037,PAT,slang,0,Neutral
1038,PAW,slang,0,Neutral
1039,PBOOK,slang,0,Neutral
1040,PC,slang,0,Neutral
1041,PCM,slang,0,Neutral
1042,PDA,slang,0,Neutral
1043,PDH,slang,0,Positive
1044,PDS,slang,0,Neutral
1045,PDQ,slang,0,Positive
1046,PEEPS,slang,0,Neutral
1047,PFT,slang,0,Positive
1048,PIC,slang,0,Neutral
1049,PIP,slang,1,Negative
1050,PIR,slang,0,Neutral
1051,PISS,slang,0,Neutral
1052,PITA,slang,0,Neutral
1053,PKMN,slang,0,Neutral
1054,PL8,slang,0,Neutral
1055,PLD,slang,0,Neutral
1056,PLMK,slang,0,Neutral
1057,PLS,slang,0,Neutral
1058,PLU,slang,0,Neutral
1059,PLZ,slang,0,Neutral
1060,PLZTLME,slang,0,Neutral
1061,PM,slang,0,Neutral
1062,PMFI,slang,0,Neutral
1063,PMFJI,slang,0,Neutral
1064,PMSL,slang,0,Neutral
1065,POAHF,slang,0,Positive
1066,POIDH,slang,0,Neutral
1067,POS,slang,0,Neutral
1068,POT,slang,0,Neutral
1069,POTD,slang,0,Neutral
1070,POV,slang,0,Neutral
1071,POV,slang,0,Neutral
1072,PPL,slang,0,Neutral
1073,PPU,slang,0,Neutral
1074,PRESH,slang,0,Positive
1075,PROBS,slang,0,Neutral
1076,PROLLY,slang,0,Neutral
1077,PROGGY,slang,0,Neutral
1078,PRON,slang,0,Neutral
1079,PRT,slang,0,Neutral
1080,PRT,slang,0,Neutral
1081,PRW,slang,0,Neutral
1082,PSA,slang,0,Neutral
1083,PSOS,slang,0,Neutral
1084,PSP,slang,0,Neutral
1085,PST,slang,0,Neutral
1086,PTFO,slang,0,Neutral
1087,PTIYPASI,slang,0,Neutral
1088,PTL,slang,0,Neutral
1089,PTMM,slang,0,Positive
1090,PTO,slang,0,Neutral
1091,PTO,slang,0,Neutral
1092,PTO,slang,0,Neutral
1093,PUG,slang,0,Neutral
1094,PVE,slang,0,Neutral
1095,PVP,slang,0,Neutral
1096,PWN,slang,0,Positive
1097,PXT,slang,0,Neutral
1098,PU,slang,1,Negative
1099,PUKS,slang,0,Neutral
1100,PYT,slang,0,Positive
1101,PZ,slang,0,Neutral
1102,PZA,slang,0,Neutral
1103,Q,slang,0,Neutral
1104,Q4U,slang,0,Neutral
1105,QC,slang,0,Neutral
1106,QFE,slang,0,Neutral
1107,QFI,slang,1,Negative
1108,QFI,slang,0,Neutral
1109,QFT,slang,0,Neutral
1110,QIK,slang,0,Positive
1111,QL,slang,0,Neutral
1112,QOTD,slang,0,Neutral
1113,Q_Q,slang,1,Negative
1114,QQ,slang,0,Positive
1115,QSL,slang,0,Neutral
1116,QSO,slang,0,Neutral
1117,QT,slang,0,Neutral
1118,QTPI,slang,0,Neutral
1119,R,slang,0,Neutral
1120,R8,slang,0,Neutral
1121,RBAY,slang,0,Positive
1122,RFN,slang,0,Positive
1123,RGR,slang,0,Neutral
1124,RHIP,slang,1,Negative
1125,RIP,slang,0,Neutral
1126,RL,slang,0,Positive
1127,RLY,slang,0,Positive
1128,RME,slang,0,Neutral
1129,RMLB,slang,0,Neutral
1130,RMMM,slang,0,Neutral
1131,ROFL,slang,0,Neutral
1132,ROFLCOPTER,slang,0,Neutral
1133,ROFLMAO,slang,0,Neutral
1134,ROTFL,slang,0,Neutral
1135,ROTFLUTS,slang,1,Negative
1136,RS,slang,0,Neutral
1137,RSN,slang,0,Positive
1138,RT,slang,0,Neutral
1139,RT,slang,0,Neutral
1140,RTBS,slang,1,Negative
1141,RTFM,slang,0,Neutral
1142,RTFQ,slang,0,Neutral
1143,RTHX,slang,0,Positive
1144,RTMS,slang,1,Negative
1145,RTNTN,slang,0,Neutral
1146,RTRCTV,slang,0,Neutral
1147,RTRMT,slang,0,Neutral
1148,RTSM,slang,1,Negative
1149,RTWFQ,slang,0,Positive
1150,RU,slang,0,Neutral
1151,RUMOF,slang,0,Neutral
1152,RUT,slang,0,Neutral
1153,RUOK,slang,0,Positive
1154,RX,slang,0,Neutral
1155,RW,slang,0,Positive
1156,RX,slang,0,Neutral
1157,RYB,slang,0,Neutral
1158,RYO,slang,0,Positive
1159,RYS,slang,0,Neutral
1160,RYS,slang,1,Negative
1161,S2R,slang,0,Neutral
1162,S2S,slang,1,Negative
1163,S4L,slang,0,Neutral
1164,SAL,slang,0,Positive
1165,SAT,slang,1,Negative
1166,SAVAGE,slang,1,Negative
1167,SB,slang,0,Neutral
1168,SB,slang,0,Neutral
1169,SB,slang,0,Neutral
1170,SBIA,slang,0,Neutral
1171,SBT,slang,1,Negative
1172,SC,slang,0,Positive
1173,SD,slang,0,Positive
1174,SDMB,slang,0,Positive
1175,SENPAI,slang,0,Positive
1176,SEO,slang,0,Neutral
1177,SETE,slang,0,Neutral
1178,SELFIE,slang,0,Neutral
1179,SFAIK,slang,0,Positive
1180,SH,slang,0,Neutral
1181,SH^,slang,0,Neutral
1182,SHID,slang,0,Neutral
1183,SHIP,slang,0,Neutral
1184,SICNR,slang,1,Negative
1185,SIG2R,slang,1,Negative
1186,SIHTH,slang,1,Negative
1187,SIMYC,slang,1,Negative
1188,SIR,slang,0,Positive
1189,SIS,slang,0,Neutral
1190,SIS,slang,0,Neutral
1191,SIT,slang,0,Neutral
1192,SITD,slang,1,Negative
1193,SJW,slang,0,Positive
1194,SK8,slang,0,Neutral
1195,SK8NG,slang,0,Neutral
1196,SK8R,slang,0,Neutral
1197,SK8RBOI,slang,0,Neutral
1198,SLAP,slang,0,Neutral
1199,Slay,slang,0,Neutral
1200,SM,slang,0,Positive
1201,SMAZED,slang,0,Neutral
1202,SMEXI,slang,0,Positive
1203,SMH,slang,0,Neutral
1204,SMHID,slang,0,Neutral
1205,SNAFU,slang,0,Positive
1206,SNERT,slang,1,Negative
1207,SNR,slang,0,Neutral
1208,SO,slang,0,Positive
1209,SOAB,slang,0,Neutral
1210,S’OK,slang,0,Positive
1211,SOL,slang,0,Neutral
1212,SOMY,slang,1,Negative
1213,SorG,slang,0,Positive
1214,SOS,slang,0,Neutral
1215,SOS,slang,0,Neutral
1216,SOT,slang,0,Neutral
1217,SOTMG,slang,0,Neutral
1218,SOWM,slang,0,Neutral
1219,SPK,slang,0,Neutral
1220,SRSLY,slang,1,Negative
1221,SPST,slang,0,Neutral
1222,SPTO,slang,0,Neutral
1223,SQ,slang,0,Neutral
1224,SRY,slang,1,Negative
1225,SS,slang,1,Negative
1226,SSDD,slang,0,Neutral
1227,SSIF,slang,1,Negative
1228,SSINF,slang,1,Negative
1229,ST&D,slang,0,Neutral
1230,Stan,slang,0,Neutral
1231,STFU,slang,0,Neutral
1232,STR8,slang,0,Positive
1233,STW,slang,0,Neutral
1234,SU,slang,0,Neutral
1235,SUITM,slang,0,Neutral
1236,SUL,slang,0,Neutral
1237,SUP,slang,0,Neutral
1238,SUTH,slang,0,Neutral
1239,SUX,slang,1,Negative
1240,SUYF,slang,0,Neutral
1241,SWAG,slang,0,Positive
1242,SWAG,slang,0,Positive
1243,SWAK,slang,0,Neutral
1244,SWALK,slang,0,Positive
1245,SWAT,slang,0,Positive
1246,SWL,slang,0,Neutral
1247,SWMBO,slang,0,Neutral
1248,SYL,slang,0,Neutral
1249,SYS,slang,0,Neutral
1250,SYY,slang,0,Neutral
1251,T+,slang,0,Positive
1252,T4BU,slang,0,Positive
1253,T:)T,slang,0,Positive
1254,TA,slang,0,Positive
1255,TAFN,slang,0,Neutral
1256,TAM,slang,0,Neutral
1257,TANK,slang,0,Positive
1258,TANKED,slang,0,Neutral
1259,TANKING,slang,0,Neutral
1260,TARFU,slang,0,Positive
1261,TAU,slang,0,Neutral
1262,TAUMUALU,slang,0,Positive
1263,TBAG,slang,0,Neutral
1264,TBBH,slang,0,Positive
1265,TBC,slang,0,Neutral
1266,TBD,slang,0,Neutral
1267,TBH,slang,0,Positive
1268,TBL,slang,0,Neutral
1269,TBT,slang,0,Neutral
1270,TC,slang,0,Neutral
1271,TCB,slang,0,Neutral
1272,TCOY,slang,0,Neutral
1273,TD,slang,0,Neutral
1274,TD2M,slang,1,Negative
1275,TDTM,slang,1,Negative
1276,TEA,slang,0,Neutral
1277,TFF,slang,0,Positive
1278,TFS,slang,0,Positive
1279,TFTF,slang,0,Positive
1280,TFTI,slang,0,Positive
1281,TFTT,slang,0,Positive
1282,TG,slang,0,Neutral
1283,TGIF,slang,0,Neutral
1284,THNQ,slang,0,Neutral
1285,THNX,slang,0,Positive
1286,THOT,slang,0,Neutral
1287,THT,slang,0,Positive
1288,THX,slang,0,Positive
1289,TIA,slang,0,Positive
1290,TIAD,slang,0,Neutral
1291,TIC,slang,0,Neutral
1292,TIL,slang,0,Neutral
1293,TILIS,slang,0,Neutral
1294,TIR,slang,0,Neutral
1295,TLK2UL8R,slang,0,Neutral
1296,TL,slang,1,Negative
1297,TL;DR,slang,1,Negative
1298,TM,slang,0,Neutral
1299,TMA,slang,0,Neutral
1300,TMB,slang,0,Neutral
1301,TMB,slang,0,Neutral
1302,TMI,slang,0,Positive
1303,TMOT,slang,0,Neutral
1304,TMTH,slang,0,Positive
1305,TMYL,slang,0,Neutral
1306,TMWFI,slang,0,Neutral
1307,TNSTAAFL,slang,0,Positive
1308,TNT,slang,0,Neutral
1309,TOJ,slang,0,Positive
1310,TOS,slang,0,Neutral
1311,TOTES,slang,0,Neutral
1312,TOU,slang,0,Neutral
1313,TOY,slang,0,Neutral
1314,TPM,slang,0,Neutral
1315,TPTB,slang,0,Neutral
1316,TQ,slang,0,Positive
1317,TSH,slang,1,Negative
1318,TSNF,slang,1,Negative
1319,TSTB,slang,0,Positive
1320,TT,slang,0,Neutral
1321,TTFN,slang,0,Neutral
1322,TTLY,slang,0,Neutral
1323,TTTT,slang,0,Neutral
1324,TTUL,slang,0,Neutral
1325,TU,slang,0,Neutral
1326,TUI,slang,0,Neutral
1327,TURNT,slang,0,Neutral
1328,TWSS,slang,0,Neutral
1329,TTG,slang,0,Neutral
1330,TTYAFN,slang,0,Neutral
1331,TTYL,slang,0,Neutral
1332,TTYS,slang,0,Neutral
1333,TY,slang,0,Neutral
1334,TYFC,slang,0,Neutral
1335,TYFYC,slang,0,Neutral
1336,TYS,slang,0,Neutral
1337,TYT,slang,0,Neutral
1338,TYSO,slang,0,Positive
1339,TYAFY,slang,0,Neutral
1340,TYVM,slang,0,Positive
1341,TX,slang,0,Positive
1342,^URS,slang,0,Neutral
1343,UCMU,slang,0,Neutral
1344,UDI,slang,0,Neutral
1345,UDM,slang,0,Neutral
1346,UDS,slang,1,Negative
1347,UFB,slang,0,Positive
1348,UFN,slang,0,Neutral
1349,UFWM,slang,0,Neutral
1350,UGTBK,slang,0,Neutral
1351,UHGTBSM,slang,0,Neutral
1352,UKTR,slang,0,Positive
1353,UL,slang,0,Neutral
1354,U-L,slang,0,Neutral
1355,UNA,slang,0,Neutral
1356,UN4TUN8,slang,1,Negative
1357,UNBLEFBLE,slang,1,Negative
1358,UNCRTN,slang,0,Neutral
1359,UNPC,slang,0,Neutral
1360,UOK,slang,0,Positive
1361,UR,slang,0,Neutral
1362,UR2YS4ME,slang,0,Positive
1363,URA*,slang,0,Neutral
1364,URH,slang,0,Positive
1365,URSKTM,slang,0,Positive
1366,URTM,slang,0,Neutral
1367,URW,slang,0,Positive
1368,USBCA,slang,0,Positive
1369,USU,slang,1,Negative
1370,UT,slang,0,Neutral
1371,UT2L,slang,1,Negative
1372,UTM,slang,0,Neutral
1373,UV,slang,1,Negative
1374,UW,slang,0,Positive
1375,UX,slang,0,Neutral
1376,V,slang,0,Positive
1377,VAT,slang,0,Neutral
1378,VBL,slang,0,Neutral
1379,VBS,slang,0,Positive
1380,VC,slang,0,Neutral
1381,VEG,slang,1,Negative
1382,VFF,slang,0,Positive
1383,VFM,slang,0,Neutral
1384,VGC,slang,0,Positive
1385,VGG,slang,0,Positive
1386,VGH,slang,0,Positive
1387,VIP,slang,0,Positive
1388,VM,slang,0,Neutral
1389,VN,slang,0,Positive
1390,VNH,slang,0,Positive
1391,VoIP,slang,0,Neutral
1392,VRY,slang,0,Positive
1393,VSC,slang,0,Positive
1394,VSF,slang,1,Negative
1395,VWD,slang,0,Positive
1396,VWP,slang,0,Positive
1397,W@,slang,0,Neutral
1398,W/,slang,0,Neutral
1399,W/B,slang,0,Positive
1400,W3,slang,0,Neutral
1401,W8,slang,0,Neutral
1402,WAH,slang,0,Neutral
1403,WAJ,slang,0,Neutral
1404,WAM,slang,0,Neutral
1405,WAN2,slang,0,Neutral
1406,WAN2TLK,slang,0,Neutral
1407,WAREZ,slang,0,Neutral
1408,WAS,slang,0,Neutral
1409,WAS,slang,0,Positive
1410,WAT,slang,0,Neutral
1411,WAWA,slang,0,Neutral
1412,WAYF,slang,0,Neutral
1413,W/B,slang,0,Neutral
1414,WB,slang,0,Positive
1415,WBS,slang,0,Neutral
1416,WBU,slang,0,Neutral
1417,WC,slang,0,Positive
1418,WC,slang,0,Neutral
1419,WCA,slang,0,Neutral
1420,W/E,slang,0,Neutral
1421,W/END,slang,0,Neutral
1422,WE,slang,0,Neutral
1423,WEBO,slang,0,Neutral
1424,WEEBO,slang,1,Negative
1425,WEP,slang,0,Neutral
1426,WH5,slang,0,Neutral
1427,WHATEVES,slang,0,Neutral
1428,WIBNI,slang,0,Positive
1429,WDALYIC,slang,0,Neutral
1430,WDYK,slang,0,Neutral
1431,WDYT,slang,0,Neutral
1432,WGACA,slang,0,Neutral
1433,WIIFM,slang,0,Neutral
1434,WISP,slang,0,Positive
1435,WITP,slang,0,Neutral
1436,WITW,slang,0,Neutral
1437,WIU,slang,0,Neutral
1438,WK,slang,0,Neutral
1439,WKD,slang,0,Neutral
1440,WRT,slang,0,Neutral
1441,WL,slang,0,Neutral
1442,W/O,slang,0,Neutral
1443,WOA,slang,0,Neutral
1444,WOKE,slang,0,Positive
1445,WOMBAT,slang,1,Negative
1446,WOW,slang,0,Neutral
1447,WRK,slang,0,Neutral
1448,WRU,slang,0,Neutral
1449,WRU@,slang,0,Neutral
1450,WRUD,slang,0,Neutral
1451,WTB,slang,0,Neutral
1452,WTF,slang,0,Neutral
1453,WTFE,slang,0,Neutral
1454,WTFO,slang,0,Neutral
1455,WTG,slang,0,Neutral
1456,WTGP,slang,0,Neutral
1457,WTH,slang,0,Neutral
1458,WTM,slang,0,Neutral
1459,WTS,slang,0,Neutral
1460,WTT,slang,0,Neutral
1461,WU,slang,0,Neutral
1462,WUCIWUG,slang,0,Neutral
1463,WUF,slang,0,Neutral
1464,WUP,slang,0,Neutral
1465,WUT,slang,0,Neutral
1466,WUW,slang,0,Neutral
1467,WUU2,slang,0,Neutral
1468,WUZ,slang,0,Neutral
1469,WWJD,slang,0,Neutral
1470,WWJD,slang,0,Neutral
1471,WWNC,slang,0,Neutral
1472,WWYC,slang,0,Neutral
1473,WYCM,slang,0,Neutral
1474,WYD,slang,0,Neutral
1475,WYGAM,slang,0,Neutral
1476,WYHAM,slang,0,Neutral
1477,WYLEI,slang,1,Negative
1478,WYSIWYG,slang,0,Neutral
1479,WYWH,slang,0,Neutral
1480,X-1-10,slang,0,Positive
1481,X,slang,0,Neutral
1482,X!,slang,1,Negative
1483,XD,slang,0,Positive
1484,XD,slang,0,Positive
1485,XME,slang,1,Negative
1486,XOXOXO,slang,0,Neutral
1487,XLNT,slang,0,Positive
1488,XLR8,slang,0,Neutral
1489,XPOST,slang,0,Neutral
1490,XYL,slang,0,Neutral
1491,XYZ,slang,0,Neutral
1492,Y?,slang,0,Neutral
1493,Y,slang,0,Neutral
1494,Y2K,slang,0,Positive
1495,YA,slang,0,Neutral
1496,YAA,slang,0,Neutral
1497,YABA,slang,1,Negative
1498,YARLY,slang,0,Positive
1499,YAS,slang,0,Neutral
1500,YBIC,slang,0,Neutral
1501,YBS,slang,1,Negative
1502,YCDBWYCID,slang,1,Negative
1503,YCHT,slang,0,Neutral
1504,YCLIU,slang,0,Neutral
1505,YCMU,slang,0,Neutral
1506,YCT,slang,0,Neutral
1507,YD,slang,0,Neutral
1508,YEET,slang,0,Neutral
1509,YF,slang,0,Neutral
1510,YG,slang,0,Positive
1511,YGG,slang,0,Neutral
1512,YGTBKM,slang,0,Neutral
1513,YGTR,slang,0,Positive
1514,YHBT,slang,0,Neutral
1515,YHBW,slang,0,Neutral
1516,YHL,slang,0,Neutral
1517,YIU,slang,0,Neutral
1518,YKW,slang,0,Neutral
1519,YKWYCD,slang,0,Neutral
1520,YL,slang,0,Positive
1521,YMMV,slang,0,Neutral
1522,YNK,slang,0,Neutral
1523,YOLO,slang,0,Positive
1524,YR,slang,0,Neutral
1525,YR,slang,0,Positive
1526,YRYOCC,slang,0,Positive
1527,YSIC,slang,0,Neutral
1528,YSYD,slang,0,Positive
1529,YT,slang,0,Neutral
1530,YT,slang,0,Neutral
1531,YTB,slang,0,Positive
1532,YTB,slang,0,Neutral
1533,YTTL,slang,1,Negative
1534,YTG,slang,0,Positive
1535,YW,slang,0,Positive
1536,YWHNB,slang,0,Neutral
1537,YWHOL,slang,0,Positive
1538,YWSYLS,slang,0,Positive
1539,YYSSW,slang,0,Positive
1540,Z,slang,0,Neutral
1541,Z,slang,0,Neutral
1542,Z,slang,0,Neutral
1543,Z%,slang,0,Neutral
1544,ZH,slang,0,Neutral
1545,ZOMG,slang,0,Neutral
1546,ZOT,slang,0,Neutral
1547,ZUP,slang,0,Neutral
1548,ZZZZ,slang,0,Neutral
