No.,Message,Source,Label,Emotion
524,i feel that im in your heart and you know im worry and caring about you wherever you go unless im following you beside p i really like it when baby text me in sometime that i never thought u will,Twitter,2,love
525,i had to wait this long for the appointment i am now wondering what the point might be since i feel fine,Twitter,1,joy
526,i don t feel depressed because i m missing out on all my american traditions or commodities,Twitter,0,sadness
527,i feel assured that god will provide for and guide my family each and every day,Twitter,1,joy
528,im feeling mellow i would probably listen to pink floyds animals or the wall two of my most favorite albums,Twitter,1,joy
529,i say i feel amazed humbled and awesome,Twitter,5,surprise
530,i feel is n being ignored,Twitter,0,sadness
531,i took a minute to appreciate the trees around me and the calming energy that they gave me at a time when i was feeling a little bit irritable,Twitter,3,anger
532,i don t feel mega rushed,Twitter,3,anger
533,i have begun to feel very lucky while i am at the farm,Twitter,1,joy
534,i find god s presence if i feel scared lonely sad but i feel his presence most when im happy because it is like i m rewarded by god and i feel really thankful,Twitter,4,fear
535,i feel that though i can tend to be a greedy person i am capable of overcoming this tendency much easier than others,Twitter,3,anger
536,i am stuck in a traffic jam instead of feeling irritated at the slow drive why dont i just relax and enjoy the drive home,Twitter,3,anger
537,i feel but im really eager to see the movie,Twitter,1,joy
538,im a certified personal trainer feel free to take advantage and ask me fitness related questions if you like,Twitter,1,joy
539,i feel lucky that i didn t jump straight to hypothermia and was able to carry on with the race,Twitter,1,joy
540,i feel more safe in my community now and i feel protected,Twitter,1,joy
541,i have a feeling im going to be annoyed by him far more often than im entertained by him,Twitter,3,anger
542,i feel so jealous seeing them balik kampung,Twitter,3,anger
543,i want you to grow up in a happy and cheerful home where people wont make you feel burdened for other peoples mood swings,Twitter,0,sadness
544,i feel if you are sincere towards your music it just finds its way into peoples hearts said ali,Twitter,1,joy
545,i feel heartbroken and disgusted with myself,Twitter,0,sadness
546,ive always wondered what it would be feel like to get hit by one of the exiting cars on a day that you feel frantic upset due to family problems,Twitter,4,fear
547,im feeling wimpy aka crying i can call her and she comforts me because she is that trustworthy,Twitter,4,fear
548,i was all over the place mentally and feeling really quite irritable anxious and tormented,Twitter,3,anger
549,i hate rap and i hate the fact that advertisers feel the need to make commericals for people who they feel arent intelligent enough to speak and understand english,Twitter,1,joy
550,ive been feeling lonely the last two months and i feel like i used to feel which is not good,Twitter,0,sadness
551,i feel petty towards you and you wont even see this probably,Twitter,3,anger
552,i helped out the three phase guys with taking back their rental car and laura was feeling a bit delicate from the night before,Twitter,2,love
553,ive done for the last couple of weeks i feel that things have gotten pretty dull and sadly ive completely neglected pretty much everything this break that wasnt about that lettuce stacking chips gettin bread making cheese or bringing home the bacon basically ive become obese over the break,Twitter,0,sadness
554,i feel pathetic for feeling this way for being me i dont deserve a life,Twitter,0,sadness
555,i honestly thought impossible at this point i feel pretty,Twitter,1,joy
556,i feel invigorated to get back home and keep going on my journey to a healthier lifestyle,Twitter,1,joy
557,i suppose i just feel being completely alone is better than being surrounded by friends who arent here for me,Twitter,0,sadness
558,i was rusty but i feel like i flowed ok for most of it,Twitter,1,joy
559,i feel inspired to make some of the christmas presents im giving away,Twitter,1,joy
560,i feel like i ve been neglectful,Twitter,0,sadness
561,i feel this way why can t just be that girl that s happy with what she got in her life and lives in the moment not for the future,Twitter,1,joy
562,i feel very horny i could go on two successive orgasms,Twitter,2,love
563,i feel that bringing up a hateful subject would be cruel to the student who would start hating the messenger,Twitter,3,anger
564,i am feeling really distracted recently,Twitter,3,anger
565,i have anxiety too and sometimes get panic attack feelings and they say to just let the anxious feeling pass through you problem is sometimes i don t know how to do that,Twitter,4,fear
566,i would never be able to feel like i do today buoied up by sense of peace and calm that can only come through hope,Twitter,1,joy
567,i picture myself throwing my arms up in exultation looking and feeling thrilled and awesome tucking one more success under my proverbial belt,Twitter,1,joy
568,i feel like i am not a very faithful friend son brother uncle co worker or church member,Twitter,2,love
569,i feel aggravated when the thought of one comes to mind however again i can do little in regards to such,Twitter,3,anger
570,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,Twitter,4,fear
571,i feel i liked it,Twitter,2,love
572,i was going to send it back by ship but im feeling reluctant now becuase i dont want customs handling it where i cant see them,Twitter,4,fear
573,i apologize to anyone who feels insulted by my inner eye s vision of beauty,Twitter,3,anger
574,i cannot even begin to express in words the depth of sorrow that i feel having not posted any of my ludicrous rants over the passed days,Twitter,0,sadness
575,when i flew from athens to copenhagen after a holiday the plane was caught in a storm and it began to shake and i thouhght that we were going to crash,Twitter,4,fear
576,i do not feel like writing a grouchy blog,Twitter,3,anger
577,i get a little down about it because it feels hopeless at times and i always get a lot of anxiety when i am not sure what is next but i try to remember that what is meant to be will be and i will find where i fit when i least expect it,Twitter,0,sadness
578,i don t understand why sitcoms feel the need to go out with a weepy episode,Twitter,0,sadness
579,i will feel a cool breeze come over me like i did almost on a nightly basis in the hospital before you died,Twitter,1,joy
580,i cant help but feel smug because honestly im not the one at fault here,Twitter,1,joy
581,i feel so privileged to have spent so much time with him,Twitter,1,joy
582,i feel like a single parent sometimes who has a roommate who is fond of the baby,Twitter,2,love
583,im tired of feeling grouchy over so many things that are happening around me,Twitter,3,anger
584,i also made me feel a little regretful while i was waiting for her,Twitter,0,sadness
585,i also cant sleep because all my life feels totally totally fucked and it makes no sense at all on one level i am sober and therefore all should be well but i have been living in so much self centered self willed thought and action and iam in such a world of pain right now,Twitter,3,anger
586,i mean the men and i think they all feel a need to take part so they dont look wimpy,Twitter,4,fear
587,i only see online has been grappling with feelings of loss and need in her own life a submissive side to her thats not being fed at all,Twitter,0,sadness
588,im finding that since ive been trying to manifest some of these practices as a general whole i feel less fearful,Twitter,4,fear
589,i highly recommend a late night walk with a good friend to anyone who needs a spot of cheerin or if youre feeling listless or whatnot peace out,Twitter,0,sadness
590,i have too many expectations and thats probably why i feel so dissastisfied with popular novels,Twitter,1,joy
591,i feel for those who were surprised by her answer,Twitter,5,surprise
592,i can sit next to the patio windows if i feel like it and not be bothered by the glare of harsh sunlight,Twitter,3,anger
593,i see a westerner and a local happily chatting to each other in mandarin and i feel rather rude that i m unable to do the same after being here for so long,Twitter,3,anger
594,i very well could have made this entry one that you dont have access to but i feel trusting today for no apparent reason,Twitter,1,joy
595,im home from the beach im feeling the need to be productive,Twitter,1,joy
596,i did it again this time reaching so feeling all smug and satisfied i left it there for a while only to come back to it a few weeks later,Twitter,1,joy
597,i feel about these divisions is that they are fine as long as they are there to facilitate life for one and all,Twitter,1,joy
598,i must not really let this spoil my mood but it did give me cause to think a little and feel irritated,Twitter,3,anger
599,i live for years but i feel i have lived in vain i am stronger than when i was not much other people seem to have succeeded only i was nothing though i carefully to be successful maybe i did not fail like the others but i think just jealous,Twitter,0,sadness
600,i feel homesick for the easy life,Twitter,0,sadness
601,im feeling less than impressed by at this point in time,Twitter,5,surprise
602,i feel a lil dazed actually,Twitter,5,surprise
603,i work this weekend and i m heading into it feeling a little bit defeated,Twitter,0,sadness
604,i know that at first it may seem uncomfortable but i feel like this is a worthwhile goal to accomplish in the upcoming year,Twitter,1,joy
605,i basically wrote this for my future self i m feeling generous and think like i should just give the guy a break and list all the queries,Twitter,2,love
606,i have a good feeling about today even though i broke curfew by like minutes last night i still have a good feeling about today,Twitter,0,sadness
607,i worked very hard for and i feel passionate about the cause that i work for,Twitter,1,joy
608,i was walking home after work and i was feeling extremely joyful i had a kick out of the accomplishments at work this week the deliverables that i finished on time and with good quality,Twitter,1,joy
609,i feel restless and quite bored,Twitter,4,fear
610,i feel as though canadians are coming complacent with the workings of our country because of how well weve fared in the recession,Twitter,1,joy
611,i think because she doesnt feel it and also because she knows she will be petted and admired and given a special only her treat for being good,Twitter,2,love
612,i end up feeling more insecure about my body and every fucking minute i spend trying to look ok while running on that treadmill,Twitter,4,fear
613,i started to feel awkward another sexy french guy came and stood in the doorway also about my age and also a relative of the baby by the way he was behaving,Twitter,0,sadness
614,i feel fine live in germany remastered,Twitter,1,joy
615,i am feeling good,Twitter,1,joy
616,i told him how i was feeling and he told me to hold on that in literally two weeks well be able to go to the mountains,Twitter,1,joy
617,i like the way you say i pissed you off but yet you annoy the fuck out of me and i feel like going on a violent rampage,Twitter,3,anger
618,i feel it when i dance the ladies i dance with feel it also a joyful three minute hug to the strains of disarli d arienzo or tantori,Twitter,1,joy
619,i feel strangely invigorated by this prospect,Twitter,1,joy
620,i am with me possibly screwing up the landlord thing big time due to the isolating cutting off all ties thing i m doing feeling overwhelmed with all that stuff written since pm very much real,Twitter,5,surprise
621,i was busting my ass to break so to run a now and still feel energetic,Twitter,1,joy
622,i think becoming a part of the english department was a fantastic idea i feel a little more intelligent every time i go to my classes and it challenges my mind in a different way than my music classes do which is lovely,Twitter,1,joy
623,i think i had a list of resolutions that i came up with at the beginning of the year but im feeling too worthless to try and find them,Twitter,0,sadness
624,i feel this unpleasant tightness in my chest that wasnt there minutes ago,Twitter,0,sadness
625,im feeling a bit tortured today,Twitter,4,fear
626,i try to give as much as i can to make people happy and satisfied but in turn sometimes i feel dissatisfied because sometimes i feel like people dont try to do the same for me,Twitter,3,anger
627,i feel as if i can make it the next year until i get those precious five weeks all over again,Twitter,1,joy
628,i have only seen chungking express yet i feel like the director would make a faithful film adaptation in terms of not only the story but the concepts and themes,Twitter,1,joy
629,i feel safe now,Twitter,1,joy
630,im feeling bitter citrusy hop taste on the very back of my tongue and not much else,Twitter,3,anger
631,i bet that he feels like he was assaulted by a beautiful woman,Twitter,0,sadness
632,when i dream of anything terrifying i used to have fear for the rest of the day that the dream might come true eg,Twitter,4,fear
633,i have made some progress with it but i have a strong feeling it might just be next years motto as well,Twitter,1,joy
634,i was having a normal day and i didnt feel well which is completely normal for me because it was the day after i take mtx,Twitter,1,joy
635,i wanted her to feel the love and freedom with me which she was deprived off at her home,Twitter,0,sadness
636,i am feeling a little brave and try to make a bread for the first time,Twitter,1,joy
637,i know when you think of the name buck you think of a biker who has urine on his pants or your fishing buddy who doesn t say to much but that s because he is secretly smarter than you and he doesn t want you to feel like a moron by saying something intelligent,Twitter,1,joy
638,i met over years ago at a national writing convention when neither of us could figure out how to assemble our nametags and i always feel that befriending her there was the most valuable thing i garnered from that conference,Twitter,1,joy
639,ill be happy with a a select handful of well made classically beautiful items that make me feel fabulous,Twitter,1,joy
640,i was irritated because i did not feel sympathetic,Twitter,2,love
641,im feeling very proud of myself for attempting to write a full song on my own,Twitter,1,joy
642,i say pocket i have to add a british accent or i feel lame,Twitter,0,sadness
643,i feel more hopeful than ever,Twitter,1,joy
644,i feel quite disturbed now,Twitter,0,sadness
645,i feel so disturbed and terrified like any other normal citizen,Twitter,0,sadness
646,im beautiful makes me feel like an ornament but if you tell me what you are thinking then i feel valued,Twitter,1,joy
647,im feeling scared and alone,Twitter,4,fear
648,i cannot feel pity or sorry for someone without believing they are lesser than who they really are wtra,Twitter,0,sadness
649,i feel very privileged and lucky with my work set up but much as i love working for myself and from the comfort of my own home there are naturally a couple of downsides particularly no annual leave,Twitter,1,joy
650,i apologized for being that way and the hubs said the he feels really needy now too,Twitter,0,sadness
651,i feel like i have been neglectful in the past and have not given this blog the attention that its needed,Twitter,0,sadness
652,i feel amused now o,Twitter,1,joy
653,i have a feeling even barack obama is surprised by how much he has been able to accomplish in tearing america down in less than six years,Twitter,5,surprise
654,i am a good person or that how i feel is acceptable or somehow normal,Twitter,1,joy
655,i am still feeling extremely sympathetic towards mr laws,Twitter,2,love
656,i feel like telling the fever to go away bt its to stubborn to listen to me,Twitter,3,anger
657,i feel like she was a bit hesitant to give me something too challenging,Twitter,4,fear
658,i just tell them i m not feeling myself and they accept the situation for what it is a night when i m not going to be particularly lively,Twitter,1,joy
659,i was feeling so peaceful i wasnt bothered by the fact that i had to eat shower etc,Twitter,1,joy
660,i know that taking it when i feel a cold coming on is helpful in warding off a cold,Twitter,3,anger
661,i couldnt help but feel happy to see you dressed up,Twitter,1,joy
662,i really feel is huh that horny eh,Twitter,2,love
663,im just feeling sentimental but im so grateful for the gift of family that ive been given even if this side of the family was a late in life gift,Twitter,0,sadness
664,i feel inside he desires to be compassionate but he knows his fate has been assigned that he can only use a sword to kill,Twitter,2,love
665,i will stop feeling heartbroken when i see my unfollows,Twitter,0,sadness
666,i was feeling a little discouraged by this point,Twitter,0,sadness
667,i look when i feel despised,Twitter,3,anger
668,i have a feeling that it will be soon but im trusting him either way on the timing,Twitter,1,joy
669,i dont get to listen to music that much any more but i like franz ferdinand keane ancafe but their fans are a bunch of idiots sorry x i feel like theyre taking the word nyappy in vain how sad is that,Twitter,0,sadness
670,at end of school function to celebrate leaving friends who id known for up to years,Twitter,0,sadness
671,i remember feeling slightly intimidated when speaking to a professor a week ago when i had previously only seen him from the balcony in bader theatre,Twitter,4,fear
672,i was feeling pretty groggy and went off to sleep easily and had a good night waking up with much less pain,Twitter,0,sadness
673,i feel like there is a fragment sweet scent hang on my tongue it instantly disappear as if saying i was paranoid,Twitter,1,joy
674,i can feel about this film is cautiously optimistic but again its not lighting my world on fire,Twitter,1,joy
675,i went to bed with the beginnings of a sore throat so when i woke up around am with it still feeling tender i decided to take a look,Twitter,2,love
676,i feel that most people are just rude and arrogant and inconsiderate,Twitter,3,anger
677,i hate myself for feeling grumpy about being pregnant,Twitter,3,anger
678,i have a brain tumor in my left hypothalamus not sure if related but i have been feeling extremely irritable and sad almost like i m going to have an outburst of anger and i have also had problems with speaking today i tried to talk but my words would not come out right,Twitter,3,anger
679,i feel so homesick for ga and my boys the last week or two,Twitter,0,sadness
680,i turned and didnt do anything i feel like a bumn and i i hated it always for everyones birthday we do somethin but on bday i have to plan everything im done dealin with this crap written by a class fn url href http journals,Twitter,0,sadness
681,i feel like it will remain strong because of the quality of the food it is serving,Twitter,1,joy
682,id give them a try for a healthy pub grub appetizer during the super bowl weekend if youre feeling brave,Twitter,1,joy
683,i just try and photograph what i feel none of my ideas have taken shape so far i am a bit unsuccessful as far as ideas are concerned,Twitter,0,sadness
684,i feel like i shouldnt be so happy with my life because surely trouble is just around the corner,Twitter,1,joy
685,i keep waiting to feel enraged or helpless,Twitter,3,anger
686,i am finally back in the game now and it feels wonderful,Twitter,1,joy
687,i have to admit im feeling a lot more hopeful about our food ducation now than i did when i started reading,Twitter,1,joy
688,i have seen him and i am not feeling apprehensive every time the phone rings,Twitter,4,fear
689,im really feeling homesick today as i sit here in fresno and look out at the gray sky and a wet patio and fence,Twitter,0,sadness
690,ive been a few places thus far in my life but i feel super blessed to be living in costa rica because i am interning with the most amazing organization ever thought of young life,Twitter,1,joy
691,i still feel uncomfortable i may give further thought to swapping back to the straight handlebars and add the helper ends for hill climbing,Twitter,4,fear
692,i am still pretty upset about the lack of food and the fact that when i commented on their facebook page their solution in so many words was for me to volunteer next year and police it myself i am feeling less frustrated and already considering running the jester next year,Twitter,3,anger
693,i did not feel scared or sad,Twitter,4,fear
694,i was already feeling drained,Twitter,0,sadness
695,i now cycle upwards of miles per week and i feel amazing for it,Twitter,1,joy
696,i was feeling anxious watching everyone else play so i asked to hit some balls and i did alright,Twitter,4,fear
697,i feel very humiliated angry at myself on those days,Twitter,0,sadness
698,i feel like am putting on silk pijamas on my face and my face looks so radiant happy in the morning,Twitter,1,joy
699,i feel like i have accepted this vessel i have,Twitter,2,love
700,i came to feel absolutely helpless to change the course of my life and the life i was living was so unutterably painful i could not see myself going on,Twitter,4,fear
701,i feel that way too some days just wish that all the pain and suffering were over,Twitter,0,sadness
702,i have a feeling i am going to have nights to myself again like i did in my lonely early s where i had rituals because jamie got a new job where she has to get up at am and thus goes to bed early,Twitter,0,sadness
703,i set up a consultation with a therapist last week and i went to see him today i spoke to him about my general feelings towards things and in the end he reassured me that i did not have atlephobia but instead i had social anxiety which is apparently really common,Twitter,1,joy
704,i feel like i know myself well enough to let you all know that i am a smart girl,Twitter,1,joy
705,i have to admit i feel much more comfortable with the meandering stitch but with practice im sure ill learn to love doing the loops,Twitter,1,joy
706,i am allowing myself to feel frustrated with the roll back in my present plans,Twitter,3,anger
707,i was feeling adventurous but not stupid,Twitter,1,joy
708,im feeling nostalgic here are some pictures of carter over the past year,Twitter,2,love
709,i feel shaken just seeing you,Twitter,4,fear
710,i feel honored to be one of the contributors and petrified because i feel i have to do my best,Twitter,1,joy
711,i am using my time wisely so that i can actually finish without feeling rushed or overwhelmed which was a big problem for me in,Twitter,3,anger
712,i am okay actually thats a lie i feel fantastic i have felt horrible for a few weeks where i had to stop and sit on the ground to breath and now i can breath regularly,Twitter,1,joy
713,i feel dignified especially in mass or at a professional meeting,Twitter,1,joy
714,i completed this story feeling angered at the lack of justice and simply not understanding why frances would go through the trouble of purchasing a grave marker for brodens unmarked grave,Twitter,3,anger
715,i felt i should feel delighted to get to be with my mother and happy that we got to do fun activities previously unheard of on a regular tuesday afternoon,Twitter,1,joy
716,i cant remember to my little mermaid i had a feeling of the carefree beauty in life that gets lost somewhere between the massive piles of homework the budgeting off of finances and eventually the most daunting of choices in life when you become an adult,Twitter,1,joy
717,i know you wont feel a thing even if im heartbroken,Twitter,0,sadness
718,id been energetic and gone on my bike so i went straight past and on into town feeling very virtuous at getting so much exercise,Twitter,1,joy
719,i feel what i m thinking so she can be reassured about what she means to me,Twitter,1,joy
720,im there or not and i feel so unimportant and unloved so it upset me,Twitter,0,sadness
721,i was reading the last chapter feeling a a little morose but when i was on the second to last page everything felt really heavy all of a sudden,Twitter,0,sadness
722,i really did feel valued as an individual not just as another client to be processed,Twitter,1,joy
723,i like that feeling of being unsure of what im feeling its a bit pain but its very good for the soul in occasional doses,Twitter,4,fear
724,ive almost forgotten how to feel anything devoted to sex has dried up in my body,Twitter,2,love
725,i wandered the store feeling irritable and staring for long spells of time at the dizzying options of food before me,Twitter,3,anger
726,i cant believe i thought that having feelings and opinions was bad,Twitter,0,sadness
727,i stood in my closet calling myself fat and feeling ugly i can relate to the need to be kinder to myself,Twitter,0,sadness
728,i have shared this story with thus far and i feel almost bashful sharing it with you,Twitter,4,fear
729,i know i ve done wrong but i feel absolutely humiliated at having to wear a tag as if i am some common criminal,Twitter,0,sadness
730,i received i feel very respected,Twitter,1,joy
731,i have an under active thyroid which means you are hungry all the time have no energy a very low metabolism and once in a while week you feel like you are worthless,Twitter,0,sadness
732,i feel those moments are very precious even to share,Twitter,1,joy
733,i have read before so takda lah feel rushed sangat,Twitter,3,anger
734,i am able because he wants to make the individual who speaks feel that what he has said is to me worthwhile worth understanding and that consequently he is worthwhile for having said it,Twitter,1,joy
735,ive been going to school stuck in my tiny space facing my table pilled with books feeling isolated,Twitter,0,sadness
736,ive been feeling irritable since i restarted the advair,Twitter,3,anger
737,i really don t like this feeling a target blank href http twitter,Twitter,0,sadness
738,i feel very distraught about the season finale,Twitter,4,fear
739,i feel positively about martin jols time at the club and optimistic about the future,Twitter,1,joy
740,i am quite pleased to state that both feel very eager to get back to school after their well traveled summer vacation,Twitter,1,joy
741,i felt as if i was fighting a battle that i was never going to win and i just didnt feel strong enough to attempt to fight it anymore,Twitter,1,joy
742,i really shouldn t though feel smart that is,Twitter,1,joy
743,i liked build fighters but i don t know how i feel about ugly ass wing gundam zero type wings,Twitter,0,sadness
744,i almost feel your touch that caress so gentle and soft like angels wishes and memory as it strokes along my spine electing chills beneath my reality,Twitter,2,love
745,i have a slight ok huge temptation to be weary and feel burdened,Twitter,0,sadness
746,i was feeling very crappy and it was going down hill the entire week,Twitter,0,sadness
747,i zone out or i feel agitated and need to leave,Twitter,3,anger
748,i feel so wronged in so many ways,Twitter,3,anger
749,i was sitting here last night feeling all cranky and out of sorts wondering what the hell was wrong with me when i realized of course,Twitter,3,anger
750,i still feel the aching pain inside that spreads through my veins and makes me feel like im withering away,Twitter,0,sadness
751,i got up feeling quite irritable but somehow against my expectations the profound anxiety id felt over the past few days was gone,Twitter,3,anger
752,i feel like my summer days are so precious to me for some reason,Twitter,1,joy
753,i put into these boards id feel really idiotic to have to self censor,Twitter,0,sadness
754,i were honest i could admit to those feelings from time to time but as jonah knows god is gracious and lucky for jonah and me god is still gracious gracious to people like us,Twitter,2,love
755,im watching the guys prepare for missions review the intelligence reports and talk about their jobs and already i feel a sense of longing to be a part of that mission again,Twitter,2,love
756,i was feeling helpless as i could not explain it to him,Twitter,4,fear
757,i think secretly he gets some sort of satisfaction knowing i havent gotten over him and feel tortured because i could never have him,Twitter,3,anger
758,i see his picture and i cant help but feel shy,Twitter,4,fear
759,i feel is that we do not a title see also need ideas for a sweet,Twitter,1,joy
760,i legitimately came up with on my own feels selfish or egocentric,Twitter,3,anger
761,i feel like my presence my very being is hated here,Twitter,0,sadness
762,i love the way it feels i love its permanence i love the nostalgic feeling of keys under my fingertips,Twitter,2,love
763,i start to feel despairing that the snow will ever melt,Twitter,0,sadness
764,i hate that i feel so victimized by your threats,Twitter,0,sadness
765,i know i d be facing a lot of sneering and derision the moment i publish this but the hell i care this is my blog and i m feeling all shitty and depressed right now so please just bare with me will you,Twitter,0,sadness
766,i feel like they hated me but i m too scared to listen to the tape,Twitter,3,anger
767,im feeling nostalgic upon seeing this familiar backdrop,Twitter,2,love
768,i feel im not smart enough,Twitter,1,joy
769,i feel exhausted and grateful that all i have to do is support myself,Twitter,0,sadness
770,i tend to go bare lipped for work and with a nude or light pink lip balm gloss and a light red if i m feeling particularly brave have actually had time to put it on in the minute rush before i leave my flat in the morning,Twitter,1,joy
771,i feel as if im falling in a vicious circle is my vision the interesting one,Twitter,3,anger
772,ill just end with saying that its the greatest feeling in the world to see exh opening up and being adventurous in this way,Twitter,1,joy
773,i feel so loved by all of you,Twitter,2,love
774,im feeling apprehensive or resistant to something new or different once i get over myself i can usually settle down and resign myself to a level of faith that allows me to accept what appears to be my fate,Twitter,4,fear
775,i also feel a tad resentful because i don t have access to and have no idea how to use such software,Twitter,3,anger
776,i feel that this is another trap and honestly we can look foolish to the world when we warn unsaved friends and family that certain things will happen as predicted by this or that prophet and then they dont happen the way we have said,Twitter,0,sadness
777,i love comments so please feel free to leave them,Twitter,1,joy
778,i was feeling adventurous so i made some kale chips inspired by a href http www,Twitter,1,joy
779,i feel i owe my adoring fans a lj entry every once and a while,Twitter,2,love
780,i feel my relationship with my other patron has been ignored,Twitter,0,sadness
781,i just feel kind of completely defeated today,Twitter,0,sadness
782,i feel like it title share on facebook facebook a target blank rel nofollow class twitter href http twitter,Twitter,0,sadness
783,i think god is gently showing me in a way that doesnt feel gentle at all to me that there are much deeper levels to being loved,Twitter,2,love
784,im feeling socially pressured i can tell lou i need some anti social time,Twitter,4,fear
785,i was years old at the time i was appalled by the vapidness of self reference by musicians who feel theyre oh so fucking clever and ive been distrustful of most who have tried since,Twitter,1,joy
786,i feel ecstatic about my show because this is the first awards function which i will perform this year,Twitter,1,joy
787,i feel i want to reach back and pull some of those parts of her back into myself because theyre such useful tools for my onward journey,Twitter,1,joy
788,i think im scared of feeling shy when they ask me about it x hai yai yai xd nvm i shall take a nap since the weather looks pretty good,Twitter,4,fear
789,i feel reassured in my musical convictions and wish to congratulate radiohead in their many accomplishments,Twitter,1,joy
790,i am feeling mad bb fomo right now a href http twitter,Twitter,3,anger
791,i should take my cue from the title of this post but i am feeling adventurous and no one is following so what the heck,Twitter,1,joy
792,i feel privileged that god has given me gifts beyond the furthest reaches of my imagination in the physical form of my children,Twitter,1,joy
793,i keep telling people that i am dissertating and i feel weird using the word,Twitter,4,fear
794,i feel all gloomy n crap and i hope ill manage to pull up a face in front of all the kids im meeting today which i havnt seen in years,Twitter,0,sadness
795,i still feel i would say that i have accepted my mothers passing,Twitter,2,love
796,i know how you are feeling that you feel hopeless useless fat ugly i can never lose weight at my age why bother right,Twitter,0,sadness
797,i should enter something in the blog so it doesnt feel ignored,Twitter,0,sadness
798,i feel that things are going well and we have a great rapport with each other,Twitter,1,joy
799,found out that someone i knew well has been misunderstanding me for years,Twitter,3,anger
800,i am left feeling unimportant unheard unvalidated,Twitter,0,sadness
801,i feel like before my mission i was sometimes casual in keeping commandments but im understanding more how important and wonderful commandments are,Twitter,1,joy
802,i do like to keep it real and so if i feel that to be truthful and write what im feeling theres no shame in that its human will give me some clarity or maybe help someone whos going through what i am,Twitter,1,joy
803,i feel strange going homeopathic after such a long time,Twitter,5,surprise
804,i do when im feeling brave i went around introducing myself and sir because he was actually able to come with me this time,Twitter,1,joy
805,i was not to look at his face or catch his eye while i was there i cant shake the feeling hes annoyed to see me there,Twitter,3,anger
806,i love the emotion that comes with music and how it can make us feel i am so thankful for the gift of music,Twitter,1,joy
807,i could be badass about it but right now im feeling more this is dumb than this is awesome,Twitter,0,sadness
808,ive read a few blog posts and articles in response to this mostly saying women shouldnt feel pressured by the world to look a certain way,Twitter,4,fear
809,i really feel as though i need to establish an acceptable life for myself before i can consider myself mentally prepared enough for any kind of schooling,Twitter,1,joy
810,i feel nervous wondering if we ll be getting another damaging storm then of course there are days when just i look up at the sky and think about god heaven loved ones who have already passed away and loved ones who will pass away in the future,Twitter,4,fear
811,i can cope with his presence without feeling distressed if i can force myself into a quiet and resigned friendship,Twitter,4,fear
812,i feel so overwhelmed by it that i feel it my overflow and begin to flow from my fingertips and and burst from beneath my skin,Twitter,4,fear
813,i know i love math and it feels so weird not teaching it but i think the change will be good and it will be a good challenge for me,Twitter,4,fear
814,i know that i ll always feel successful in my life if the next program that i create is created because i genuinely wanted to create it because frankly i couldn t stop thinking about creating it,Twitter,1,joy
815,i read two of the books from my march tbr stack and both of them were the kind of book you fall into headfirst and feel dazed when hours later you come up for air,Twitter,5,surprise
816,i literally could feel an amused grin spreading all over my abdomen amp could not stop my face from smiling in response,Twitter,1,joy
817,i miss you i miss the chats but it is the any old chats and they used to always lead to making each other feel special not what we have now where we fight or we chat but hold back for fear of fighting or things going astray,Twitter,1,joy
818,i am going to stop letting the little things overwhelm me like meal planning and keeping the laundry pile under control and instead i am going to plan fun outings and our next camping trip things to look forward to instead of feeling regretful about not keeping up with the daily grind,Twitter,0,sadness
819,i still know id feel awkward and ashamed for what they did and for what i was subjected to,Twitter,0,sadness
820,i winced some as he felt some of miyavi s rage he managed to hold onto shiro feeling a bit dazed himself,Twitter,5,surprise
821,i continue however i feel like i must address a comment that is sure to arise,Twitter,1,joy
822,i know that my sweet client would have welcomed my girls but i didnt want them to make anyone feel nervous or distracted,Twitter,4,fear
823,i feel like a runner share on facebook a href http delicious,Twitter,1,joy
824,i do feel hopeful again never discount the medicinal value of hopefulness,Twitter,1,joy
825,i hate him for being weak and i feel awful because it feels like im wrong for feeling that way,Twitter,0,sadness
826,i feel bad that chris is so allergic but alex and i are cat people,Twitter,0,sadness
827,i feel almost rude not knowng,Twitter,3,anger
828,i always feel like i m being impolite if i send it someplace else,Twitter,3,anger
829,i just feel hopeless lost overwhelmed wondering how we will go on like this,Twitter,0,sadness
830,i feel badly that i didnt reply to your suggestions about meeting face to face nor to your gracious offer of hospitality if im ever in the cincinnati area or can arrange to get there,Twitter,2,love
831,i feel somewhat dazed,Twitter,5,surprise
832,i allowed to feel a bit grumpy that she is years younger than me,Twitter,3,anger
833,i can feel that this is going to be a popular week with lots of fab entries as we all use buttons on our projects in one way or another,Twitter,1,joy
834,i admit to feeling more assured knowing if the internal parts are of higher quality than most,Twitter,1,joy
835,i feel about these uptight ass sores fuck the gay police,Twitter,4,fear
836,i was feeling rather inspired,Twitter,1,joy
837,when i passed the ba exams with first class results,Twitter,1,joy
838,i must have picked it up when i left the confines and safety of my house for a few hours on sunday but ive been feeling really bad ever since with an upset tum and the worst headache you can imagine,Twitter,0,sadness
839,i just feel like i am not sure i will get there,Twitter,1,joy
840,i went through most of the summer feeling like everyone disliked me,Twitter,0,sadness
841,i let this happen why cant i keep my feelifng to myself why am i so trusting and forgiving and why do i look to the best of ppl,Twitter,1,joy
842,i was blushing and feeling terrific too,Twitter,1,joy
843,i look at it and it just feels and looks so ugly to me,Twitter,0,sadness
